T_tot,J,B_A,mdot,error,Ra,Rc,Ra0,La,Rbi,Rbo,Lc_a,V,Pb,propellant,source,thruster,A_mat,C_mat,config,l_st
0.0025,25,0.1,3,0.0003,14.1,1.5,1,28.1,25,75,-2,21.6,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.0025,25,0.125,3,0.0003,14.1,1.5,1,28.1,25,75,-2,21.5,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.003,25,0.15,3,0.0003,14.1,1.5,1,28.1,25,75,-2,22.4,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.003,25,0.175,3,0.0003,14.1,1.5,1,28.1,25,75,-2,22,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.003,15.3,0.15,3,0.0003,14.1,1.5,1,28.1,25,75,-2,26.7,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.003,25.6,0.15,3,0.0003,14.1,1.5,1,28.1,25,75,-2,22.4,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.003,36.5,0.15,3,0.0003,14.1,1.5,1,28.1,25,75,-2,19.6,0.5,Ar,IEPC-2003-092,WasedaA,NA,ThO2W,cylcone,11
0.0085,25,0.1,3,0.0003,14.1,1.5,2,25.9,25,75,-3,27,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0104,25,0.125,3,0.0003,14.1,1.5,2,25.9,25,75,-3,28.1,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0134,25,0.15,3,0.0003,14.1,1.5,2,25.9,25,75,-3,28.9,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0154,25,0.175,3,0.0003,14.1,1.5,2,25.9,25,75,-3,29.8,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0159,25,0.175,3,0.0003,14.1,1.5,2,25.9,25,75,-3,32.5,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0067,15.3,0.15,3,0.0003,14.1,1.5,2,25.9,25,75,-3,31.9,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0134,25.6,0.15,3,0.0003,14.1,1.5,2,25.9,25,75,-3,28.8,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.014,36.5,0.15,3,0.0003,14.1,1.5,2,25.9,25,75,-3,27,0.5,Ar,IEPC-2003-092,WasedaB,NA,ThO2W,cylcone,11
0.0097,25,0.125,3,0.0003,14.1,1.5,3,23.8,25,75,-4,26.1,0.5,Ar,IEPC-2003-092,WasedaC,NA,ThO2W,cylcone,11
0.0109,25,0.15,3,0.0003,14.1,1.5,3,23.8,25,75,-4,27.1,0.5,Ar,IEPC-2003-092,WasedaC,NA,ThO2W,cylcone,11
0.0188,25,0.2,3,0.0003,14.1,1.5,3,23.8,25,75,-4,28.7,0.5,Ar,IEPC-2003-092,WasedaC,NA,ThO2W,cylcone,11
0.0109,25.6,0.15,3,0.0003,14.1,1.5,3,23.8,25,75,-4,27.2,0.5,Ar,IEPC-2003-092,WasedaC,NA,ThO2W,cylcone,11
0.014,36.5,0.15,3,0.0003,14.1,1.5,3,23.8,25,75,-4,29.6,0.5,Ar,IEPC-2003-092,WasedaC,NA,ThO2W,cylcone,11
0.0101,10,0.133,0.83,0.002,40,7.5,26,145,55,109,40,93.8,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0128,10,0.199,0.83,0.002,40,7.5,26,145,55,109,40,106.1,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0153,10,0.265,0.83,0.002,40,7.5,26,145,55,109,40,121.2,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0152,10,0.133,0.83,0.002,40,7.5,26,145,55,109,40,100.9,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0191,15,0.199,0.83,0.002,40,7.5,26,145,55,109,40,122,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0198,20,0.133,0.83,0.002,40,7.5,26,145,55,109,40,112.3,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.026,20,0.199,0.83,0.002,40,7.5,26,145,55,109,40,162.3,0.09,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0099,10,0.133,1.25,0.002,40,7.5,26,145,55,109,40,91.6,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0131,10,0.199,1.25,0.002,40,7.5,26,145,55,109,40,97.2,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0167,10,0.265,1.25,0.002,40,7.5,26,145,55,109,40,134.4,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0156,15,0.133,1.25,0.002,40,7.5,26,145,55,109,40,92.1,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0196,15,0.199,1.25,0.002,40,7.5,26,145,55,109,40,105.1,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.024,15,0.265,1.25,0.002,40,7.5,26,145,55,109,40,124.2,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0211,20,0.133,1.25,0.002,40,7.5,26,145,55,109,40,97.5,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0266,20,0.199,1.25,0.002,40,7.5,26,145,55,109,40,116.5,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0307,20,0.265,1.25,0.002,40,7.5,26,145,55,109,40,144.2,0.14,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0102,10,0.133,2.08,0.002,40,7.5,26,145,55,109,40,74.4,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0135,10,0.199,2.08,0.002,40,7.5,26,145,55,109,40,84.5,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.016,10,0.265,2.08,0.002,40,7.5,26,145,55,109,40,93.3,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0155,15,0.133,2.08,0.002,40,7.5,26,145,55,109,40,78.1,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0198,15,0.199,2.08,0.002,40,7.5,26,145,55,109,40,88,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0241,15,0.265,2.08,0.002,40,7.5,26,145,55,109,40,96.7,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0208,20,0.133,2.08,0.002,40,7.5,26,145,55,109,40,77.1,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0273,20,0.199,2.08,0.002,40,7.5,26,145,55,109,40,92.3,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0326,20,0.265,2.08,0.002,40,7.5,26,145,55,109,40,102.3,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0241,20,0.133,3.95,0.002,40,7.5,26,145,55,109,145,103,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0188,10,0.265,3.95,0.002,40,7.5,26,145,55,109,145,130,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0274,15,0.265,3.95,0.002,40,7.5,26,145,55,109,145,142,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0311,20,0.199,3.95,0.002,40,7.5,26,145,55,109,145,127,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0184,15,0.133,3.95,0.002,40,7.5,26,145,55,109,145,97,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0264,20,0.133,2.08,0.002,40,7.5,26,145,55,109,145,117,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.022,15,0.199,3.95,0.002,40,7.5,26,145,55,109,145,126,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.013,10,0.133,3.95,0.002,40,7.5,26,145,55,109,145,91,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0282,15,0.265,2.91,0.002,40,7.5,26,145,55,109,145,178,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0148,10,0.199,2.91,0.002,40,7.5,26,145,55,109,145,127,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0123,10,0.133,2.91,0.002,40,7.5,26,145,55,109,145,102,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0219,15,0.199,2.91,0.002,40,7.5,26,145,55,109,145,148,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0165,15,0.133,2.91,0.002,40,7.5,26,145,55,109,145,144,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0196,10,0.265,2.91,0.002,40,7.5,26,145,55,109,145,166,0.41,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0132,10,0.133,2.08,0.002,40,7.5,26,145,55,109,145,196,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.0155,10,0.199,2.08,0.002,40,7.5,26,145,55,109,145,224,0.23,Ar,"10.2514/1.B36179,Ichihara_correspondence",Nagoya-A,Cu,Ta,cone,40
0.035,75,0.05,9,0.000105,22,4,4,39,44.5,80,-11,32,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.038,110,0.05,9,0.000114,22,4,4,39,44.5,80,-11,30,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.03,155,0.05,9,0.00009,22,4,4,39,44.5,80,-11,24,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.035,205,0.05,9,0.000105,22,4,4,39,44.5,80,-11,20,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.033,300,0.05,9,0.000099,22,4,4,39,44.5,80,-11,18,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.029,405,0.05,9,0.000087,22,4,4,39,44.5,80,-11,15,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.077,85,0.1,9,0.000231,22,4,4,39,44.5,80,-11,38,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.082,115,0.1,9,0.000246,22,4,4,39,44.5,80,-11,36,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.061,160,0.1,9,0.000183,22,4,4,39,44.5,80,-11,21,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.063,200,0.1,9,0.000189,22,4,4,39,44.5,80,-11,18,1,Ar,"JPP-1992-8-1,IEPCÑ1988-057",TU10kW,Cu,ThO2W,cylcone,38
0.064,305,0.1,9,0.000192,22,4,4,39,44.5,80,-11,16,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.062,405,0.1,9,0.000186,22,4,4,39,44.5,80,-11,17,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.085,85,0.15,9,0.000255,22,4,4,39,44.5,80,-11,35,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.097,110,0.15,9,0.000291,22,4,4,39,44.5,80,-11,38,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.079,150,0.15,9,0.000237,22,4,4,39,44.5,80,-11,23,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.079,200,0.15,9,0.000237,22,4,4,39,44.5,80,-11,19,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.08,300,0.15,9,0.00024,22,4,4,39,44.5,80,-11,17,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.08,400,0.15,9,0.00024,22,4,4,39,44.5,80,-11,17,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.103,85,0.2,9,0.000309,22,4,4,39,44.5,80,-11,36,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.115,105,0.2,9,0.000345,22,4,4,39,44.5,80,-11,37,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.087,155,0.2,9,0.000261,22,4,4,39,44.5,80,-11,22,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.09,200,0.2,9,0.00027,22,4,4,39,44.5,80,-11,19,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.1,300,0.2,9,0.0003,22,4,4,39,44.5,80,-11,18,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.109,400,0.2,9,0.000327,22,4,4,39,44.5,80,-11,18,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.112,85,0.25,9,0.000336,22,4,4,39,44.5,80,-11,36,1,Ar,"JPP-1992-8-1,IEPCÑ1988-057",TU10kW,Cu,ThO2W,cylcone,38
0.123,110,0.25,9,0.000369,22,4,4,39,44.5,80,-11,38,1,Ar,"JPP-1992-8-1,IEPCÑ1988-057",TU10kW,Cu,ThO2W,cylcone,38
0.92,165,0.25,9,0.00276,22,4,4,39,44.5,80,-11,23,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.097,200,0.25,9,0.000291,22,4,4,39,44.5,80,-11,20,1,Ar,"JPP-1992-8-1,IEPCÑ1988-057",TU10kW,Cu,ThO2W,cylcone,38
0.108,300,0.25,9,0.000324,22,4,4,39,44.5,80,-11,20,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.12,400,0.25,9,0.00036,22,4,4,39,44.5,80,-11,20,1,Ar,IEPCÑ1988-057,TU10kW,Cu,ThO2W,cylcone,38
0.981,800,0,220,NA,20,5,7.7,20.6,115.8,140.9,-10,29,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.305,800,0.262,220,NA,20,5,7.7,20.6,115.8,140.9,-10,64,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
3.532,1200,0.262,220,NA,20,5,7.7,20.6,115.8,140.9,-10,79,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
0.745,1200,0,120,NA,20,5,7.7,20.6,115.8,140.9,-10,31,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.541,1200,0.173,120,NA,20,5,7.7,20.6,115.8,140.9,-10,77,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
0.971,800,0,220,NA,20,5,7.7,20.6,115.8,140.9,-10,28,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.648,800,0.12,220,NA,20,5,7.7,20.6,115.8,140.9,-10,47,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.453,800,0.242,220,NA,20,5,7.7,20.6,115.8,140.9,-10,61,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.962,800,0.242,120,NA,20,5,7.7,20.6,115.8,140.9,-10,78,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.687,1200,0.135,120,NA,20,5,7.7,20.6,115.8,140.9,-10,72,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.662,1200,0.173,220,NA,20,5,7.7,20.6,115.8,140.9,-10,62,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.361,1200,0.135,220,NA,20,5,7.7,20.6,115.8,140.9,-10,57,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.869,1200,0.067,220,NA,20,5,7.7,20.6,115.8,140.9,-10,46,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.48,1200,0.032,220,NA,20,5,7.7,20.6,115.8,140.9,-10,36,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.266,1200,0,220,NA,20,5,7.7,20.6,115.8,140.9,-10,31,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.893,800,0.218,220,NA,20,5,7.7,20.6,115.8,140.9,-10,56,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.694,800,0.174,220,NA,20,5,7.7,20.6,115.8,140.9,-10,51,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.631,800,0.135,220,NA,20,5,7.7,20.6,115.8,140.9,-10,48,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.274,800,0.066,220,NA,20,5,7.7,20.6,115.8,140.9,-10,40,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.099,800,0.032,220,NA,20,5,7.7,20.6,115.8,140.9,-10,32,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.623,1200,0.067,120,NA,20,5,7.7,20.6,115.8,140.9,-10,53,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
3.416,800,0.217,120,NA,20,5,7.7,20.6,115.8,140.9,-10,72,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.94,800,0.174,120,NA,20,5,7.7,20.6,115.8,140.9,-10,63,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
2.631,800,0.135,120,NA,20,5,7.7,20.6,115.8,140.9,-10,55,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
1.067,800,0,120,NA,20,5,7.7,20.6,115.8,140.9,-10,28,500,Ar,AIAA-67-672,X9/40,NA,ThO2W,cylcone,6.7
0.257,80,0.6,14,NA,17,3,13,6,35.2,62.9,-16,103.9,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.244,80,0.6,13,NA,17,3,13,6,35.2,62.9,-16,104.3,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.219,80,0.6,12,NA,17,3,13,6,35.2,62.9,-16,111.3,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.235,80,0.6,9,NA,17,3,13,6,35.2,62.9,-16,61.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.211,80,0.6,8,NA,17,3,13,6,35.2,62.9,-16,67.8,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.19,80,0.6,7,NA,17,3,13,6,35.2,62.9,-16,79.2,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.209,60,0.6,14,NA,17,3,13,6,35.2,62.9,-16,96.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.194,60,0.6,13,NA,17,3,13,6,35.2,62.9,-16,98.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.17,60,0.6,12,NA,17,3,13,6,35.2,62.9,-16,103.3,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.209,60,0.6,13,NA,17,3,13,6,35.2,62.9,-16,88,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.183,60,0.6,12,NA,17,3,13,6,35.2,62.9,-16,90.2,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.179,60,0.6,11,NA,17,3,13,6,35.2,62.9,-16,94.8,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.134,60,0.6,10,NA,17,3,13,6,35.2,62.9,-16,102.7,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.119,60,0.6,9,NA,17,3,13,6,35.2,62.9,-16,113.5,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.199,60,0.6,12,NA,17,3,13,6,35.2,62.9,-16,76.5,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.188,60,0.6,11,NA,17,3,13,6,35.2,62.9,-16,78.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.165,60,0.6,10,NA,17,3,13,6,35.2,62.9,-16,84.8,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.132,60,0.6,9,NA,17,3,13,6,35.2,62.9,-16,95.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.107,60,0.6,8,NA,17,3,13,6,35.2,62.9,-16,105.9,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.193,60,0.6,11,NA,17,3,13,6,35.2,62.9,-16,69.2,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.174,60,0.6,10,NA,17,3,13,6,35.2,62.9,-16,66.7,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.147,60,0.6,9,NA,17,3,13,6,35.2,62.9,-16,76.6,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.127,60,0.6,8,NA,17,3,13,6,35.2,62.9,-16,86.3,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.099,60,0.6,7,NA,17,3,13,6,35.2,62.9,-16,99.2,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.185,60,0.6,10,NA,17,3,13,6,35.2,62.9,-16,58.3,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.167,60,0.6,9,NA,17,3,13,6,35.2,62.9,-16,60.6,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.142,60,0.6,8,NA,17,3,13,6,35.2,62.9,-16,68.7,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.124,60,0.6,7,NA,17,3,13,6,35.2,62.9,-16,81.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.184,60,0.6,9,NA,17,3,13,6,35.2,62.9,-16,50.1,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.158,60,0.6,8,NA,17,3,13,6,35.2,62.9,-16,53.8,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.137,60,0.6,7,NA,17,3,13,6,35.2,62.9,-16,60.5,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.114,60,0.6,6,NA,17,3,13,6,35.2,62.9,-16,80.3,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.251,80,0.6,7,NA,17,3,13,6,35.2,62.9,-16,145,0.6,Ar,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",cylcone,16
0.2,300,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.229,450,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.278,600,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.299,300,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.404,450,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.46,600,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,7,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.198,300,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,25,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.237,450,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,25,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.289,600,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,25,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.319,300,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,25,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.434,450,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,25,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.499,600,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,25,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.196,300,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,50,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.248,450,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,50,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.309,600,0.12,23.9,NA,9,5.8,9,18,36,104,-2.6,28,50,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
0.343,300,0.3,23.9,NA,9,5.8,9,18,36,104,-2.6,28,50,Ar,"AIAA-1965-3-6,IEPC-64-700",30kW_CHC,Cu,ThO2W,cyl,NA
