T_tot,J,B_A,mdot,error,Ra,Rc,Ra0,La,Rbi,Rbo,Lc_a,V,Pb,propellant,source,thruster,A_mat,C_mat,config,l_st
0.022,97,0.301,1,NA,18,1.3,3.8,8,30,66,-6,80,0.028,H2,EOS-5470,H2-4F,W,W,,cylcone
0.03,120.5,0.3,1,NA,18,1.3,3.8,8,30,66,-6,74,0.028,H2,EOS-5470,H2-4F,W,W,,cylcone
0.043,140,0.3,1,NA,18,1.3,3.8,8,30,66,-6,68,0.08,H2,EOS-5470,H2-4F,W,W,,cylcone
0.03,120,0.3,1.4,NA,18,1.3,3.8,8,30,66,-6,66,0.05,H2,EOS-5470,H2-4F,W,W,,cylcone
0.034,120,0.3,1.4,NA,18,1.3,3.8,8,30,66,-6,67,0.046,H2,EOS-5470,H2-4F,W,W,,cylcone
0.03,120,0.3,1.2,NA,18,1.3,3.8,8,30,66,-6,75,0.034,H2,EOS-5470,H2-4F,W,W,,cylcone
0.014,200,0.025,1.8,0.000042,22,4,4,39,44.5,80,-11,32,1,He,JPP-1992-8-1,TU10kW,Cu,ThO2W,cylcone,38
0.029,200,0.05,1.8,0.000087,22,4,4,39,44.5,80,-11,31,1,He,JPP-1992-8-1,TU10kW,Cu,ThO2W,cylcone,38
0.074,200,0.075,1.8,0.000222,22,4,4,39,44.5,80,-11,35,1,He,JPP-1992-8-1,TU10kW,Cu,ThO2W,cylcone,38
0.048,200,0.075,2.4,0.000144,22,4,4,39,44.5,80,-11,26,1,He,JPP-1992-8-1,TU10kW,Cu,ThO2W,cylcone,38
0.535,600,0,60,NA,20,5,7.7,20.6,115.8,140.9,-10,57,500,He,AIAA-67-672,X9/40,NA,ThO2W,,cylcone
1.001,600,0.145,60,NA,20,5,7.7,20.6,115.8,140.9,-10,87,500,He,AIAA-67-672,X9/40,NA,ThO2W,,cylcone
0.638,1000,0,60,NA,20,5,7.7,20.6,115.8,140.9,-10,57,500,He,AIAA-67-672,X9/40,NA,ThO2W,,cylcone
1.933,1000,0.145,60,NA,20,5,7.7,20.6,115.8,140.9,-10,93,500,He,AIAA-67-672,X9/40,NA,ThO2W,,cylcone
0.687,1200,0,60,NA,20,5,7.7,20.6,115.8,140.9,-10,57,500,He,AIAA-67-672,X9/40,NA,ThO2W,,cylcone
1.805,1200,0.095,60,NA,20,5,7.7,20.6,115.8,140.9,-10,80,500,He,AIAA-67-672,X9/40,NA,ThO2W,,cylcone
0.124,140,0.3,11,NA,18,1.3,3.8,8,30,66,-6,61.5,65,He,EOS-5470,H2-4F,W,W,,cylcone
0.102,140,0.3,5.97,NA,18,1.3,3.8,8,30,66,-6,60,50,He,EOS-5470,H2-4F,W,W,,cylcone
0.077,140,0.3,4.7,NA,18,1.3,3.8,8,30,66,-6,62,40,He,EOS-5470,H2-4F,W,W,,cylcone
0.496,300,0.45,40,0.0098,15,5,15,9,48,87,19,36,0.92,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.458,300,0.45,32,0.0098,15,5,15,9,48,87,19,39.5,0.4,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.473,300,0.45,41,0.0098,15,5,15,9,48,87,19,39,0.4,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.557,300,0.45,42,0.0098,15,5,15,9,48,87,19,37.5,0.4,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.294,200,0.45,43,0.0098,15,5,15,9,48,87,19,28,0.3,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.491,300,0.45,44,0.0098,15,5,15,9,48,87,19,36.5,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.492,300,0.45,46,0.0098,15,5,15,9,48,87,19,37.5,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.326,200,0.45,58,0.0098,15,5,15,9,48,87,19,38.5,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.261,158,0.45,32.5,0.0098,15,5,15,9,48,87,19,32,0.34,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.257,155,0.45,32.5,0.0098,15,5,15,9,48,87,19,33,0.34,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.422,250,0.45,33,0.0098,15,5,15,9,48,87,19,39.5,0.3,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.41,250,0.45,33.3,0.0098,15,5,15,9,48,87,19,40,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.422,250,0.45,33.6,0.0098,15,5,15,9,48,87,19,40.5,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.422,250,0.4,33.6,0.0098,15,5,15,9,48,87,19,36,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.414,250,0.4,34.2,0.0098,15,5,15,9,48,87,19,36,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.373,250,0.35,34.2,0.0098,15,5,15,9,48,87,19,32.5,0.24,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.355,250,0.35,34.5,0.0098,15,5,15,9,48,87,19,32.5,0.24,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.343,250,0.3,34.6,0.0098,15,5,15,9,48,87,19,29,0.24,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.336,250,0.3,34.5,0.0098,15,5,15,9,48,87,19,29.5,0.23,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.32,250,0.25,34.7,0.0098,15,5,15,9,48,87,19,26.5,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.314,250,0.25,35.1,0.0098,15,5,15,9,48,87,19,26.3,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.291,250,0.2,35,0.0098,15,5,15,9,48,87,19,24,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.291,250,0.2,35,0.0098,15,5,15,9,48,87,19,24.5,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.426,250,0.45,35,0.0098,15,5,15,9,48,87,19,38.5,0.18,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.427,250,0.45,34.8,0.0098,15,5,15,9,48,87,19,38.5,0.18,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.346,250,0.45,20.9,0.0098,15,5,15,9,48,87,19,46,0.22,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.346,250,0.45,20.9,0.0098,15,5,15,9,48,87,19,46,0.24,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.306,250,0.45,21,0.0098,15,5,15,9,48,87,19,41.5,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.307,195,0.45,21.1,0.0098,15,5,15,9,48,87,19,42,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.259,158,0.45,21.3,0.0098,15,5,15,9,48,87,19,37.3,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.26,154,0.45,21.3,0.0098,15,5,15,9,48,87,19,38,0.2,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.144,100,0.45,21.3,0.0098,15,5,15,9,48,87,19,31,0.28,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.15,100,0.45,21.3,0.0098,15,5,15,9,48,87,19,30.5,0.28,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.151,100,0.45,21.3,0.0098,15,5,15,9,48,87,19,38.5,0.26,K,"AFAPL-1967-01,AFAPL-1965-09",LAJ-AF-6D,W,W,,cyl
0.157,160,0.155,24,0.0098,10,5,10,22,50,110,-17,25,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.14,160,0.155,22,0.0098,10,5,10,22,50,110,-17,29,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.119,200,0.155,20,0.0098,10,5,10,22,50,110,-17,30,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.167,250,0.075,24,0.0098,10,5,10,22,50,110,-17,27,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.255,250,0.15,27,0.0098,10,5,10,22,50,110,-17,35,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.213,250,0.15,28,0.0098,10,5,10,22,50,110,-17,35,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.2,300,0.15,24,0.0098,10,5,10,22,50,110,-17,43,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.184,300,0.15,26,0.0098,10,5,10,22,50,110,-17,43,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.209,305,0.1875,21.5,0.0098,10,5,10,22,50,110,-17,44.5,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.189,305,0.1875,21,0.0098,10,5,10,22,50,110,-17,44.5,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.192,350,0.1875,20,0.0098,10,5,10,22,50,110,-17,46,0.1,K,AFAPL-1967-01,LAJ-BF-1D,W,W,,cyl
0.195,60,0.6,7,NA,17,3,13,6,35.2,62.9,-16,116,0.6,Kr,AIAA-75-417,X16,W,"Al2O3,BaO,CaO,W",,cylcone
0.043,110,0.15,0.9,0.004,25.5,3.2,6.5,19.7,39,105,1.9,48,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.049,150,0.15,0.9,0.005,25.5,3.2,6.5,19.7,39,105,1.9,37,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.032,150,0.11,0.9,0.003,25.5,3.2,6.5,19.7,39,105,1.9,25,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.032,150,0.11,0.9,0.003,25.5,3.2,6.5,19.7,39,105,1.9,27,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.043,150,0.15,0.9,0.004,25.5,3.2,6.5,19.7,39,105,1.9,27,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.043,150,0.2,0.9,0.004,25.5,3.2,6.5,19.7,39,105,1.9,28,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.043,150,0.2,0.9,0.004,25.5,3.2,6.5,19.7,39,105,1.9,30,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.054,150,0.25,0.9,0.005,25.5,3.2,6.5,19.7,39,105,1.9,30,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.054,150,0.2,1.4,0.005,25.5,3.2,6.5,19.7,39,105,1.9,40,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.06,160,0.17,1.4,0.006,25.5,3.2,6.5,19.7,39,105,1.9,35,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.06,140,0.2,1.4,0.006,25.5,3.2,6.5,19.7,39,105,1.9,40,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.065,168,0.2,1.4,0.006,25.5,3.2,6.5,19.7,39,105,1.9,33,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.043,140,0.2,1.4,0.004,25.5,3.2,6.5,19.7,39,105,1.9,30,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.043,130,0.2,1.4,0.004,25.5,3.2,6.5,19.7,39,105,1.9,35,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.038,140,0.2,1.4,0.004,25.5,3.2,6.5,19.7,39,105,1.9,30,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.043,110,0.2,1.4,0.004,25.5,3.2,6.5,19.7,39,105,1.9,45,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.054,100,0.2,1.4,0.005,25.5,3.2,6.5,19.7,39,105,1.9,50,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.038,165,0.2,1.4,0.004,25.5,3.2,6.5,19.7,39,105,1.9,35,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.06,150,0.15,1.8,0.006,25.5,3.2,6.5,19.7,39,105,1.9,31,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.06,150,0.11,1.8,0.006,25.5,3.2,6.5,19.7,39,105,1.9,31,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.068,120,0.2,1.8,0.007,25.5,3.2,6.5,19.7,39,105,1.9,45,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.071,160,0.2,1.8,0.007,25.5,3.2,6.5,19.7,39,105,1.9,40,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.071,165,0.15,1.8,0.007,25.5,3.2,6.5,19.7,39,105,1.9,40,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.071,158,0.15,6.7,0.007,25.5,3.2,6.5,19.7,39,105,1.9,26,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.066,163,0.11,6.7,0.007,25.5,3.2,6.5,19.7,39,105,1.9,25,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.081,150,0.2,6.7,0.008,25.5,3.2,6.5,19.7,39,105,1.9,29,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.087,140,0.25,6.7,0.009,25.5,3.2,6.5,19.7,39,105,1.9,31,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.071,158,0.15,6.7,0.007,25.5,3.2,6.5,19.7,39,105,1.9,26,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.081,200,0.15,6.7,0.008,25.5,3.2,6.5,19.7,39,105,1.9,35,0.1,Li,NASA-NAS-3-5900,X2C-Rad,ThO2W,W,,cone
0.44,325,0.205,24,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.453,325,0.205,24,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.488,325,0.205,24,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.497,325,0.205,24,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.4,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.421,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.46,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.469,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.475,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.475,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.487,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.498,325,0.205,30,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.464,325,0.205,34,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.468,325,0.205,34,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.505,325,0.205,34,0.01,18.75,9.5,18.75,39,125,125,37,43,0.02,Li,"Fradkin_MHD_Symposium,la-5199-ms",HC8,Ta,W,,cyl
0.224,400,0.056,8,0.025,35,12,23,70,62,137,0,29,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.258,500,0.056,8,0.025,35,12,23,70,62,137,0,32,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.289,600,0.056,8,0.025,35,12,23,70,62,137,0,34,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.33,700,0.056,8,0.025,35,12,23,70,62,137,0,37,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.358,800,0.056,8,0.025,35,12,23,70,62,137,0,42,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.275,400,0.112,8,0.025,35,12,23,70,62,137,0,41,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.325,500,0.112,8,0.025,35,12,23,70,62,137,0,45,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.359,600,0.112,8,0.025,35,12,23,70,62,137,0,53,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.401,700,0.112,8,0.025,35,12,23,70,62,137,0,52,4.2,Li,MAI199604,MAI30kW,W,W,,cone
0.35,400,0.1,14,0.025,35,12,23,70,62,137,0,36.5,4.2,Li,MAI199812,MAI30kW,W,W,,cone
0.41,500,0.1,14,0.025,35,12,23,70,62,137,0,38,4.2,Li,MAI199812,MAI30kW,W,W,,cone
0.467,600,0.1,14,0.025,35,12,23,70,62,137,0,40.5,4.2,Li,MAI199812,MAI30kW,W,W,,cone
0.506,700,0.1,14,0.025,35,12,23,70,62,137,0,41.5,4.2,Li,MAI199812,MAI30kW,W,W,,cone
0.591,600,0.1,20,0.025,35,12,23,70,62,137,0,37,4.2,Li,MAI199704,MAI30kW,W,W,,cone
0.681,700,0.1,20,0.025,35,12,23,70,62,137,0,38,4.2,Li,MAI199704,MAI30kW,W,W,,cone
0.729,800,0.1,20,0.025,35,12,23,70,62,137,0,42,4.2,Li,MAI199704,MAI30kW,W,W,,cone
0.8,900,0.1,20,0.025,35,12,23,70,62,137,0,43,4.2,Li,MAI199704,MAI30kW,W,W,,cone
0.299,200,0.5,10,0.0098,15,5,15,16,41,80,16,40,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.35,250,0.5,10,0.0098,15,5,15,16,41,80,16,40,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.394,300,0.5,10,0.0098,15,5,15,16,41,80,16,41,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.453,350,0.5,10,0.0098,15,5,15,16,41,80,16,42,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.504,400,0.5,10,0.0098,15,5,15,16,41,80,16,43,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.561,450,0.5,10,0.0098,15,5,15,16,41,80,16,45,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.621,500,0.5,10,0.0098,15,5,15,16,41,80,16,46,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.649,550,0.5,10,0.0098,15,5,15,16,41,80,16,47,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.684,600,0.5,10,0.0098,15,5,15,16,41,80,16,43,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.718,650,0.5,10,0.0098,15,5,15,16,41,80,16,48,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.718,700,0.5,10,0.0098,15,5,15,16,41,80,16,50,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.164,165,0.45,10,0.0098,15,5,15,16,41,80,16,50,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.262,200,0.45,10,0.0098,15,5,15,16,41,80,16,48,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.362,300,0.45,10,0.0098,15,5,15,16,41,80,16,48,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.468,400,0.45,10,0.0098,15,5,15,16,41,80,16,48,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.566,500,0.45,10,0.0098,15,5,15,16,41,80,16,48,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.645,600,0.45,10,0.0098,15,5,15,16,41,80,16,52,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.694,700,0.45,10,0.0098,15,5,15,16,41,80,16,53,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.159,165,0.5,10,0.0098,15,5,15,16,41,80,16,50,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.208,200,0.5,10,0.0098,15,5,15,16,41,80,16,47,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.399,350,0.5,10,0.0098,15,5,15,16,41,80,16,47,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.502,450,0.5,10,0.0098,15,5,15,16,41,80,16,49,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.591,550,0.5,10,0.0098,15,5,15,16,41,80,16,49,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.61,600,0.5,10,0.0098,15,5,15,16,41,80,16,51,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.635,650,0.5,10,0.0098,15,5,15,16,41,80,16,52,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.664,700,0.5,10,0.0098,15,5,15,16,41,80,16,54,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.237,160,0.5,10,0.0098,15,5,15,16,41,80,16,39,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.299,200,0.5,10,0.0098,15,5,15,16,41,80,16,40,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.453,300,0.5,10,0.0098,15,5,15,16,41,80,16,40,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.512,350,0.5,10,0.0098,15,5,15,16,41,80,16,41,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.581,400,0.5,10,0.0098,15,5,15,16,41,80,16,42,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.656,500,0.5,10,0.0098,15,5,15,16,41,80,16,43,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.711,550,0.5,10,0.0098,15,5,15,16,41,80,16,45,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.767,700,0.5,10,0.0098,15,5,15,16,41,80,16,48,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.507,400,0.5,10,0.0098,15,5,15,16,41,80,16,45,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.597,400,0.5,10,0.0098,15,5,15,16,41,80,16,40,2500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.571,400,0.5,10,0.0098,15,5,15,16,41,80,16,42,2000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.48,400,0.5,10,0.0098,15,5,15,16,41,80,16,46,1500,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.389,400,0.5,10,0.0098,15,5,15,16,41,80,16,55,1000,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.282,400,0.5,10,0.0098,15,5,15,16,41,80,16,69,700,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.123,200,0.45,10,0.0098,15,5,15,16,41,80,16,47,400,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.189,200,0.45,10,0.0098,15,5,15,16,41,80,16,67,450,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.17,200,0.45,10,0.0098,15,5,15,16,41,80,16,36,400,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.464,400,0.45,10,0.0098,15,5,15,16,41,80,16,37,350,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.441,400,0.45,10,0.0098,15,5,15,16,41,80,16,37,400,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.346,400,0.45,10,0.0098,15,5,15,16,41,80,16,37,400,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.269,400,0.45,10,0.0098,15,5,15,16,41,80,16,37,400,Li,AFAPL-1965-06,LAJ-CF-3,W,W,,cyl
0.307,205,0.45,10,0.0098,15,5,15,16,41,80,16,74,60,Li,AFAPL-1965-06,LAJ-CF-4,W,W,,cyl
0.383,200,0.45,10,0.0098,15,5,15,16,41,80,16,70,60,Li,AFAPL-1965-06,LAJ-CF-4,W,W,,cyl
0.354,300,0.45,10,0.0098,15,5,15,16,41,80,16,50,90,Li,AFAPL-1965-06,LAJ-CF-4,W,W,,cyl
0.356,300,0.45,10,0.0098,15,5,15,16,41,80,16,83,150,Li,AFAPL-1965-06,LAJ-CF-4,W,W,,cyl
0.441,350,0.45,5,0.0098,15,5,15,16,41,80,16,65,120,Li,AFAPL-1965-06,LAJ-CF-4,W,W,,cyl
0.275,250,0.45,5,0.0098,15,5,15,16,41,80,16,93,130,Li,AFAPL-1965-06,LAJ-CF-4,W,W,,cyl
0.118,90,0.45,33,0.0098,15,5.5,15,4,41,80,-2,70,20,Li,AFAPL-1965-06,LAJ-CF-5,W,W,,cyl
0.115,90,0.45,32,0.0098,15,5.5,15,4,41,80,-2,68,20,Li,AFAPL-1965-06,LAJ-CF-5,W,W,,cyl
0.181,150,0.45,62,0.0098,15,5.5,15,4,41,80,-2,82,20,Li,AFAPL-1965-06,LAJ-CF-5,W,W,,cyl
0.171,150,0.45,62,0.0098,15,5.5,15,4,41,80,-2,77,20,Li,AFAPL-1965-06,LAJ-CF-5,W,W,,cyl
0.212,200,0.45,62,0.0098,15,5.5,15,4,41,80,-2,62,20,Li,AFAPL-1965-06,LAJ-CF-5,W,W,,cyl
0.172,100,0.45,62,0.0098,15,5.5,15,4,41,80,-2,80,16,Li,AFAPL-1965-06,LAJ-CF-5,W,W,,cyl
